# feature,class,assembly,assembly_unit,seq_type,chromosome,genomic_accession,start,end,strand,product_accession,non-redundant_refseq,related_accession,name,symbol,GeneID,locus_tag,feature_interval_length,product_length,attributes
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4662351,4663091,+,,,,,,,SL1344_RS22605,741,,old_locus_tag=SL1344_4337
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4662351,4663091,+,WP_000893398.1,WP_000893398.1,,"3'(2'),5'-bisphosphate nucleotidase CysQ",,,SL1344_RS22605,741,246,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4663081,4663638,-,,,,,,,SL1344_RS22610,558,,old_locus_tag=SL1344_4338
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4663081,4663638,-,WP_000175305.1,WP_000175305.1,,YtfJ family protein,,,SL1344_RS22610,558,185,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4663652,4663831,-,,,,,,,SL1344_RS26220,180,,
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4663652,4663831,-,WP_012219547.1,WP_012219547.1,,hypothetical protein,,,SL1344_RS26220,180,59,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4663965,4664171,+,,,,,,,SL1344_RS22615,207,,old_locus_tag=SL1344_4339
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4663965,4664171,+,WP_000689229.1,WP_000689229.1,,DUF1107 domain-containing protein,,,SL1344_RS22615,207,68,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4664256,4665599,-,,,,,,,SL1344_RS22620,1344,,old_locus_tag=SL1344_4340
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4664256,4665599,-,WP_000934974.1,WP_000934974.1,,HlyC/CorC family transporter,,,SL1344_RS22620,1344,447,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4665782,4666420,-,,,,,,,SL1344_RS22625,639,,old_locus_tag=SL1344_4341
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4665782,4666420,-,WP_000051472.1,WP_000051472.1,,peptide-methionine (S)-S-oxide reductase,,,SL1344_RS22625,639,212,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4666633,4668366,+,,,,,tamA,,SL1344_RS22630,1734,,old_locus_tag=SL1344_4342
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4666633,4668366,+,WP_001120231.1,WP_001120231.1,,autotransporter assembly complex protein TamA,tamA,,SL1344_RS22630,1734,577,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4668363,4672142,+,,,,,tamB,,SL1344_RS22635,3780,,old_locus_tag=SL1344_4343
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4668363,4672142,+,WP_000060815.1,WP_000060815.1,,autotransporter assembly complex protein TamB,tamB,,SL1344_RS22635,3780,1259,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4672145,4672489,+,,,,,,,SL1344_RS22640,345,,old_locus_tag=SL1344_4344
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4672145,4672489,+,WP_001219167.1,WP_001219167.1,,gamma-glutamylcyclotransferase,,,SL1344_RS22640,345,114,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4672543,4673751,-,,,,,,,SL1344_RS22645,1209,,old_locus_tag=SL1344_4345
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4672543,4673751,-,WP_000203131.1,WP_000203131.1,,MFS transporter,,,SL1344_RS22645,1209,402,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4673748,4674911,-,,,,,,,SL1344_RS22650,1164,,old_locus_tag=SL1344_4346
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4673748,4674911,-,WP_000977203.1,WP_000977203.1,,metallo-dependent hydrolase,,,SL1344_RS22650,1164,387,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4675322,4675852,-,,,,,,,SL1344_RS22655,531,,old_locus_tag=SL1344_4347
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4675322,4675852,-,WP_000055079.1,WP_000055079.1,,inorganic pyrophosphatase,,,SL1344_RS22655,531,176,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4676079,4677077,-,,,,,,,SL1344_RS22660,999,,old_locus_tag=SL1344_4348
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4676079,4677077,-,WP_000853764.1,WP_000853764.1,,"fructose 1,6-bisphosphatase",,,SL1344_RS22660,999,332,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4677252,4678631,+,,,,,mpl,,SL1344_RS22665,1380,,old_locus_tag=SL1344_4349
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4677252,4678631,+,WP_001219833.1,WP_001219833.1,,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,mpl,,SL1344_RS22665,1380,459,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4678628,4678942,-,,,,,,,SL1344_RS22670,315,,
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4678628,4678942,-,WP_000147693.1,WP_000147693.1,,hypothetical protein,,,SL1344_RS22670,315,104,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4679122,4679955,+,,,,,,,SL1344_RS22675,834,,old_locus_tag=SL1344_4350
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4679122,4679955,+,WP_000033840.1,WP_000033840.1,,MurR/RpiR family transcriptional regulator,,,SL1344_RS22675,834,277,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4680006,4681439,-,,,,,,,SL1344_RS22680,1434,,old_locus_tag=SL1344_4351
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4680006,4681439,-,WP_000107709.1,WP_000107709.1,,sugar transporter,,,SL1344_RS22680,1434,477,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4681682,4681861,-,,,,,,,SL1344_RS22685,180,,
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4681682,4681861,-,WP_000667718.1,WP_000667718.1,,hypothetical protein,,,SL1344_RS22685,180,59,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4681898,4683334,+,,,,,,,SL1344_RS22690,1437,,old_locus_tag=SL1344_4352
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4681898,4683334,+,WP_000083110.1,WP_000083110.1,,sugar transporter,,,SL1344_RS22690,1437,478,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4683687,4684496,-,,,,,iolB,,SL1344_RS22695,810,,old_locus_tag=SL1344_4353
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4683687,4684496,-,WP_000002010.1,WP_000002010.1,,5-deoxy-glucuronate isomerase,iolB,,SL1344_RS22695,810,269,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4684521,4686026,-,,,,,mmsA,,SL1344_RS22700,1506,,old_locus_tag=SL1344_4354
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4684521,4686026,-,WP_000450729.1,WP_000450729.1,,methylmalonate-semialdehyde dehydrogenase (CoA acylating),mmsA,,SL1344_RS22700,1506,501,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4686042,4686344,-,,,,,,,SL1344_RS26225,303,,old_locus_tag=SL1344_4354A
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4686042,4686344,-,WP_014343939.1,WP_014343939.1,,hypothetical protein,,,SL1344_RS26225,303,100,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4686466,4687290,+,,,,,,,SL1344_RS22705,825,,old_locus_tag=SL1344_4355
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4686466,4687290,+,WP_000332219.1,WP_000332219.1,,AraC family transcriptional regulator,,,SL1344_RS22705,825,274,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4687550,4688470,+,,,,,iolE,,SL1344_RS22710,921,,old_locus_tag=SL1344_4356
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4687550,4688470,+,WP_012601329.1,WP_012601329.1,,myo-inosose-2 dehydratase,iolE,,SL1344_RS22710,921,306,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4688489,4689499,+,,,,,,,SL1344_RS22715,1011,,old_locus_tag=SL1344_4357
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4688489,4689499,+,WP_000172704.1,WP_000172704.1,,inositol 2-dehydrogenase,,,SL1344_RS22715,1011,336,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4689596,4690939,+,,,,,,,SL1344_RS22720,1344,,old_locus_tag=SL1344_4358
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4689596,4690939,+,WP_000678386.1,WP_000678386.1,,lysosomal glucosyl ceramidase,,,SL1344_RS22720,1344,447,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4690940,4691773,+,,,,,,,SL1344_RS22725,834,,old_locus_tag=SL1344_4359
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4690940,4691773,+,WP_000976924.1,WP_000976924.1,,sugar phosphate isomerase/epimerase,,,SL1344_RS22725,834,277,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4691770,4692936,-,,,,,,,SL1344_RS22730,1167,,old_locus_tag=SL1344_4360
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4691770,4692936,-,WP_001111174.1,WP_001111174.1,,MFS transporter,,,SL1344_RS22730,1167,388,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4692997,4694934,-,,,,,iolC,,SL1344_RS22735,1938,,old_locus_tag=SL1344_4361
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4692997,4694934,-,WP_014344440.1,WP_014344440.1,,5-dehydro-2-deoxygluconokinase,iolC,,SL1344_RS22735,1938,645,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4695351,4697291,+,,,,,iolD,,SL1344_RS22740,1941,,old_locus_tag=SL1344_4362
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4695351,4697291,+,WP_000849477.1,WP_000849477.1,,"3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)",iolD,,SL1344_RS22740,1941,646,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4697472,4698494,+,,,,,iolG,,SL1344_RS22745,1023,,old_locus_tag=SL1344_4363
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4697472,4698494,+,WP_000736098.1,WP_000736098.1,,inositol 2-dehydrogenase,iolG,,SL1344_RS22745,1023,340,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4698567,4699793,+,,,,,,,SL1344_RS22750,1227,,old_locus_tag=SL1344_4364
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4698567,4699793,+,WP_000661783.1,WP_000661783.1,,MFS transporter,,,SL1344_RS22750,1227,408,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4699954,4700769,+,,,,,,,SL1344_RS22755,816,,old_locus_tag=SL1344_4365
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4699954,4700769,+,WP_001019386.1,WP_001019386.1,,hypothetical protein,,,SL1344_RS22755,816,271,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4700822,4701706,+,,,,,,,SL1344_RS22760,885,,old_locus_tag=SL1344_4366
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4700822,4701706,+,WP_000683955.1,WP_000683955.1,,sugar phosphate isomerase/epimerase,,,SL1344_RS22760,885,294,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4701762,4702313,-,,,,,yjgA,,SL1344_RS22765,552,,old_locus_tag=SL1344_4367
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4701762,4702313,-,WP_000166287.1,WP_000166287.1,,DUF615 domain-containing protein,yjgA,,SL1344_RS22765,552,183,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4702409,4703761,+,,,,,,,SL1344_RS22770,1353,,old_locus_tag=SL1344_4368
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4702409,4703761,+,WP_000852994.1,WP_000852994.1,,metalloprotease PmbA,,,SL1344_RS22770,1353,450,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4703860,4704246,+,,,,,,,SL1344_RS22775,387,,old_locus_tag=SL1344_4369
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4703860,4704246,+,WP_001232231.1,WP_001232231.1,,soluble cytochrome b562,,,SL1344_RS22775,387,128,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4704524,4704862,+,,,,,,,SL1344_RS22780,339,,old_locus_tag=SL1344_4370
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4704524,4704862,+,WP_001255103.1,WP_001255103.1,,glycine dehydrogenase,,,SL1344_RS22780,339,112,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4704873,4705235,+,,,,,,,SL1344_RS22785,363,,old_locus_tag=SL1344_4371
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4704873,4705235,+,WP_000435389.1,WP_000435389.1,,hypothetical protein,,,SL1344_RS22785,363,120,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4705235,4705537,+,,,,,,,SL1344_RS22790,303,,old_locus_tag=SL1344_4372
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4705235,4705537,+,WP_000975187.1,WP_000975187.1,,hypothetical protein,,,SL1344_RS22790,303,100,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4705560,4706336,+,,,,,,,SL1344_RS22795,777,,old_locus_tag=SL1344_4373
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4705560,4706336,+,WP_000478578.1,WP_000478578.1,,membrane protein,,,SL1344_RS22795,777,258,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4706348,4706992,+,,,,,,,SL1344_RS22800,645,,old_locus_tag=SL1344_4374
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4706348,4706992,+,WP_000392128.1,WP_000392128.1,,membrane protein,,,SL1344_RS22800,645,214,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4707051,4708184,+,,,,,,,SL1344_RS22805,1134,,old_locus_tag=SL1344_4375
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4707051,4708184,+,WP_000459930.1,WP_000459930.1,,amidohydrolase/deacetylase family metallohydrolase,,,SL1344_RS22805,1134,377,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4708168,4709286,+,,,,,,,SL1344_RS22810,1119,,old_locus_tag=SL1344_4376
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4708168,4709286,+,WP_001139187.1,WP_001139187.1,,SelA-like pyridoxal phosphate-dependent enzyme,,,SL1344_RS22810,1119,372,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4709283,4710023,+,,,,,,,SL1344_RS22815,741,,old_locus_tag=SL1344_4377
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4709283,4710023,+,WP_000779263.1,WP_000779263.1,,2-dehydro-3-deoxyphosphooctonate aldolase,,,SL1344_RS22815,741,246,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4709980,4711953,+,,,,,,,SL1344_RS22820,1974,,old_locus_tag=SL1344_4378
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4709980,4711953,+,WP_000338033.1,WP_000338033.1,,PRD domain-containing protein,,,SL1344_RS22820,1974,657,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4712031,4712273,+,,,,,,,SL1344_RS22825,243,,old_locus_tag=SL1344_4379
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4712031,4712273,+,WP_000212724.1,WP_000212724.1,,"type II toxin-antitoxin system antitoxin, RelB/DinJ family",,,SL1344_RS22825,243,80,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4712263,4712547,+,,,,,,,SL1344_RS22830,285,,old_locus_tag=SL1344_4380
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4712263,4712547,+,WP_000220578.1,WP_000220578.1,,type II toxin-antitoxin system RelE/ParE family toxin,,,SL1344_RS22830,285,94,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4712551,4713015,-,,,,,,,SL1344_RS22835,465,,old_locus_tag=SL1344_4381
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4712551,4713015,-,WP_001268859.1,WP_001268859.1,,anaerobic ribonucleoside-triphosphate reductase activating protein,,,SL1344_RS22835,465,154,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4713136,4715274,-,,,,,,,SL1344_RS22840,2139,,old_locus_tag=SL1344_4382
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4713136,4715274,-,WP_000187818.1,WP_000187818.1,,anaerobic ribonucleoside triphosphate reductase,,,SL1344_RS22840,2139,712,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4715683,4717335,-,,,,,treC,,SL1344_RS22850,1653,,old_locus_tag=SL1344_4384
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4715683,4717335,-,WP_000155057.1,WP_000155057.1,,"alpha,alpha-phosphotrehalase",treC,,SL1344_RS22850,1653,550,
gene,pseudogene,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4717385,4718802,-,,,,,,,SL1344_RS22855,1418,,pseudo
CDS,without_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4717385,4718802,-,,,,PTS trehalose transporter subunit IIBC,,,SL1344_RS22855,1418,,pseudo
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4718940,4719887,-,,,,,treR,,SL1344_RS22860,948,,old_locus_tag=SL1344_4386
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4718940,4719887,-,WP_001181297.1,WP_001181297.1,,transcriptional regulator,treR,,SL1344_RS22860,948,315,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4720271,4722979,+,,,,,mgtA,,SL1344_RS22865,2709,,old_locus_tag=SL1344_4387
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4720271,4722979,+,WP_001738655.1,WP_001738655.1,,magnesium-translocating P-type ATPase,mgtA,,SL1344_RS22865,2709,902,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4723095,4723541,-,,,,,,,SL1344_RS22870,447,,old_locus_tag=SL1344_4388
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4723095,4723541,-,WP_000252550.1,WP_000252550.1,,transposase,,,SL1344_RS22870,447,148,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4723616,4724002,-,,,,,,,SL1344_RS22875,387,,old_locus_tag=SL1344_4389
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4723616,4724002,-,WP_000047544.1,WP_000047544.1,,reactive intermediate/imine deaminase,,,SL1344_RS22875,387,128,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4724079,4724540,-,,,,,,,SL1344_RS22880,462,,old_locus_tag=SL1344_4390
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4724079,4724540,-,WP_000148570.1,WP_000148570.1,,aspartate carbamoyltransferase regulatory subunit,,,SL1344_RS22880,462,153,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4724553,4725488,-,,,,,,,SL1344_RS22885,936,,old_locus_tag=SL1344_4391
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4724553,4725488,-,WP_000013055.1,WP_000013055.1,,aspartate carbamoyltransferase catalytic subunit,,,SL1344_RS22885,936,311,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4725524,4725625,-,,,,,,,SL1344_RS22890,102,,old_locus_tag=SL1344_4392
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4725524,4725625,-,WP_000249504.1,WP_000249504.1,,pyrBI operon leader peptide,,,SL1344_RS22890,102,33,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4725605,4725745,+,,,,,,,SL1344_RS26875,141,,
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4725605,4725745,+,WP_001541415.1,WP_001541415.1,,hypothetical protein,,,SL1344_RS26875,141,46,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4725715,4726203,-,,,,,,,SL1344_RS22895,489,,old_locus_tag=SL1344_4393
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4725715,4726203,-,WP_000666051.1,WP_000666051.1,,ArgR family transcriptional regulator,,,SL1344_RS22895,489,162,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4726390,4727793,-,,,,,,,SL1344_RS22900,1404,,old_locus_tag=SL1344_4394
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4726390,4727793,-,WP_000514425.1,WP_000514425.1,,YfcC family protein,,,SL1344_RS22900,1404,467,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4727849,4728853,-,,,,,argF,,SL1344_RS22905,1005,,old_locus_tag=SL1344_4395
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4727849,4728853,-,WP_000237031.1,WP_000237031.1,,ornithine carbamoyltransferase,argF,,SL1344_RS22905,1005,334,
